id,config.fold,config.n_max,config.l_max,config.n_pretrain,config.n_finetune,config.hidden_size,config.n_layers,config.dropout,config.pre_dropout,config.activation,config.optimizer,config.weight_decay,config.lr,config.structures_per_batch,config.pre_structures_per_batch,config.pre_lr,config.pre_weight_decay,config.all_data,results.fine_tune.local.mae.train,results.fine_tune.local.mae.val,results.fine_tune.local.mae.test,results.fine_tune.local.rmse.train,results.fine_tune.local.rmse.val,results.fine_tune.local.rmse.test,results.fine_tune.structure.mae.train,results.fine_tune.structure.mae.val,results.fine_tune.structure.mae.test,results.fine_tune.structure.rmse.train,results.fine_tune.structure.rmse.val,results.fine_tune.structure.rmse.test,metadata._time.start,metadata._time.end,metadata.search-mode
221122-175153-5881-wise-mark,8,8,8,-1,-1,141,3,0.4644970414201184,0.004,CELU,Adam,5.4392270763882e-05,0.0007752067624913,200,50,0.0060429639023813,0.0059948425031894,,0.4370406360711886,0.4469369637025468,0.4435440465713559,0.5680770314451236,0.5771852511225011,0.5717634515215628,1.9372605494045776,2.7126188385627645,2.523808862362584,2.4707164342497783,3.4981337633926457,3.1385099530270426,1669139514.091382,1669139853.642574,random
221122-175227-2810-wary-step,7,8,8,-1,-1,25,3,0.1153846153846153,0.3,CELU,Adam,4.328761281083062e-05,0.0006729500963161,200,50,0.0177827941003892,4.641588833612782e-06,,0.2594709257117681,0.261073205488514,0.2627908768468863,0.3368902570450037,0.3388567125024554,0.3405250941749972,1.914022532915495,2.291540096650553,2.8442838124996386,2.3796956916981995,2.882255859312617,3.5336801873234087,1669139547.281412,1669139718.301609,random
221122-175235-0233-next-fill,4,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.5141734275333731,0.5208227585120844,0.5283358913042571,0.6596704196808383,0.6706284771081787,0.6767163463766944,1.6544177660281478,3.092303660044039,3.129682755117867,2.0770844558017267,3.88413359830408,3.8801548764162894,1669139555.041476,1669139676.906783,random
221122-175316-2822-hard-male,4,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.2832752703044875,0.2848721818756012,0.2901657988151244,0.3664940897129963,0.3685801049255569,0.3734050728471232,1.763394861413196,2.6639030598873745,2.9879756754448388,2.235062625857038,3.364452707213404,3.672925231217025,1669139596.282804,1669139813.014749,random
221122-175436-9116-wavy-gain,5,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.4288197364319145,0.4364409600107374,0.4309710293289128,0.5606640290765725,0.5769574471346687,0.5704400584390809,1.8004641692907235,2.927582782915169,2.9081544759005373,2.2795881151647457,3.6335769962594218,3.681036080436279,1669139676.912414,1669139784.604044,random
221122-175518-3078-puny-cook,8,8,8,-1,-1,25,3,0.1153846153846153,0.3,CELU,Adam,4.328761281083062e-05,0.0006729500963161,200,50,0.0177827941003892,4.641588833612782e-06,,0.2285365841360385,0.2300167654978614,0.2292985964057751,0.3012458986948103,0.3028189577314721,0.3034701213624345,1.991773021321706,2.5806349762149154,2.5034942569415253,2.5163979347892416,3.246979589283155,3.154976202262619,1669139718.308261,1669139844.963423,random
221122-175530-5955-half-yard,9,8,8,-1,-1,141,3,0.4644970414201184,0.004,CELU,Adam,5.4392270763882e-05,0.0007752067624913,200,50,0.0060429639023813,0.0059948425031894,,0.4639373402311594,0.4573966918691829,0.4687658351679279,0.605410419064242,0.5972643598476829,0.6104423479044726,1.6832820023652022,2.4425066514872418,2.833969366510096,2.136064895754644,3.211447347487977,3.4991691342308058,1669139730.596034,1669140063.44808,random
221122-175613-4579-rude-deep,4,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.3617486833902584,0.3646771947477976,0.3713725372585733,0.4717607739237339,0.4772798797189987,0.4839965334701295,2.498304890503577,3.08245332381172,3.572010520771765,3.125943791465584,3.931367541566349,4.3350263418885175,1669139773.458522,1669140116.480633,random
221122-175624-6323-glum-land,6,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.459904775115284,0.4701413155175025,0.4660068683886275,0.5918472684651547,0.6041170121029523,0.601993584652772,1.622494274775612,3.207592673469314,3.3331421279682814,2.0271615879350526,3.989795584070089,4.157025475974171,1669139784.652252,1669139899.285722,random
221122-175653-4655-drab-yard,5,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.2705504812935883,0.2774484778899463,0.2715540842034646,0.3501608838724761,0.3615547774317901,0.3513360401848741,1.9058440877040448,2.542798069995564,2.461425950306284,2.4289217021627527,3.222882436017067,3.091594433970771,1669139813.466071,1669140036.31335,random
221122-175658-4877-lean-hand,8,8,8,-1,-1,141,3,0.4644970414201184,0.004,CELU,Adam,5.4392270763882e-05,0.0007752067624913,200,50,0.0060429639023813,0.0059948425031894,,0.4440993878025039,0.4537959102537067,0.4500437638485194,0.5749386870527433,0.5840015336723087,0.5779238346495401,1.9668498871407871,2.896695118364429,2.5669572562115617,2.512367405600472,3.7057204998158393,3.2237868802167493,1669139818.488696,1669140141.580648,random
221122-175724-9783-worn-male,9,8,8,-1,-1,25,3,0.1153846153846153,0.3,CELU,Adam,4.328761281083062e-05,0.0006729500963161,200,50,0.0177827941003892,4.641588833612782e-06,,0.2316093172491384,0.2316899614814122,0.2331784143931581,0.3037410189650065,0.3045768405501724,0.3063623161665225,1.8847241552034035,2.327086619551069,2.416569098738883,2.434797941517007,2.934650113549409,3.0711686034647467,1669139844.980135,1669139999.961133,random
221122-175738-5217-pure-wind,9,8,8,-1,-1,141,3,0.4644970414201184,0.004,CELU,Adam,5.4392270763882e-05,0.0007752067624913,200,50,0.0060429639023813,0.0059948425031894,,0.461256420189467,0.4537628909899378,0.4674183039215377,0.6022114751867442,0.5928890511741026,0.608342653993139,1.5011747077786148,2.446273719610681,2.684456660268284,1.915584435163384,3.111863454894553,3.38418312286499,1669139860.226093,1669140165.087205,random
221122-175819-4443-aged-neck,7,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.4656860209681142,0.4722298955184835,0.4724819709153338,0.6005862367426652,0.604483091341334,0.606825356553629,1.7930219821455922,2.57593782162729,2.9982404594682444,2.237756241135295,3.1829068996503187,3.835964603563147,1669139899.471787,1669140009.058236,random
221122-175920-6598-high-ruin,3,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4409211237927061,0.4486053875753091,0.4286507487703518,0.5697964527369137,0.5764822914009736,0.5557724001428733,1.8625654269392888,2.842395915842678,2.847591007058098,2.363387434441809,3.5742349716973973,3.640930234278489,1669139960.660592,1669140339.071467,random
221122-180009-0658-pure-cake,8,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.4337292348337635,0.4315610425810148,0.4353165980385846,0.565840409220296,0.5618416451261316,0.5653256205230057,1.4568904907066758,2.911330573546085,2.6580840303967714,1.875214758866963,3.7076464219324095,3.2055053730637426,1669140009.0666,1669140126.014165,random
221122-180011-6930-wavy-boot,2,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.3831504358232488,0.3710913121453289,0.3819681028314488,0.4976800877301476,0.4819335637445443,0.4978639495100068,1.6123413875362451,2.4915363642944106,2.7518587195133306,2.0479986612244003,3.3171135825121025,3.5481243331231123,1669140012.435423,1669140611.236547,random
221122-180038-8007-lazy-bite,6,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.3091204072656273,0.3127292900899692,0.3129982528020988,0.4045146578695341,0.4080837775636631,0.4133269170560067,2.7165259244611173,3.262180621258907,3.1907159687037563,3.502972402552701,4.090444840630664,4.129097302091642,1669140038.801338,1669140244.480304,random
221122-180158-5423-fake-rush,5,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.349739945885728,0.3590953211858307,0.3509248670807576,0.4567145336168578,0.4740458633326547,0.4610696934118745,2.3205633634499523,2.722152562117633,2.8943096803035075,2.9312198948023425,3.5475423522580773,3.706814899239709,1669140118.59008,1669140405.136346,random
221122-180206-0193-blue-cost,9,8,8,-1,-1,153,3,0.0059171597633136,0.104,CELU,Adam,0.0001909816915113,0.0008558976573957,200,50,0.0010746078283213,0.5994842503189409,,0.5101495324360868,0.5073480919036084,0.5128147854574916,0.6638388515477516,0.6576471110818997,0.6669870129492199,2.103846313518557,3.14915649788941,3.205538130533764,2.649104206748021,3.9516717444676286,3.949349910770536,1669140126.020357,1669140231.203292,random
221122-180221-5912-mean-size,9,8,8,-1,-1,141,3,0.4644970414201184,0.004,CELU,Adam,5.4392270763882e-05,0.0007752067624913,200,50,0.0060429639023813,0.0059948425031894,,0.4618053510561168,0.4546969694276025,0.4683484958666133,0.6010486146776235,0.5918200826702003,0.6081807205399968,1.7512855695010308,2.5484652383785247,2.765350595803669,2.200980884160571,3.2525186106932185,3.4383212023251826,1669140141.591933,1669140372.420008,random
221122-180405-8926-slim-note,7,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.2962747750988217,0.2985834506702637,0.2985327036609742,0.3839659601555835,0.3851053445254216,0.3854932634393787,1.4779349689262165,2.182963921311764,2.6054468280183816,1.8705313489538145,2.7599021196423177,3.3025083593009192,1669140245.893085,1669140502.844611,random
221122-180539-6494-wavy-zone,4,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4363561901568049,0.4412366857898158,0.4491197820966299,0.5647982828543457,0.5733741189679109,0.5760960524945019,2.1566422664663127,2.9816245558803764,3.169084202179406,2.736524875818439,3.8624749405069054,3.9431328257509697,1669140340.161827,1669140612.063069,random
221122-180645-1425-neat-cash,6,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.3589254418403873,0.3658152569386529,0.3682498229510546,0.4685955881017727,0.4732223749918095,0.4838653416751955,2.6653296573885865,3.4015996586142228,3.1903479664679644,3.309342859235312,4.234718663125751,3.996852859155527,1669140405.143024,1669140610.821108,random
221122-180822-8529-sour-soup,8,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.322287524526021,0.3261755931014414,0.325637703892041,0.4202633246096813,0.4250772203222786,0.4208009828429599,1.966452250730521,2.8989790339915817,2.9384413180444544,2.514169042308371,3.638599326367815,3.690421360788993,1669140502.853538,1669140748.074051,random
221122-181010-8291-half-care,7,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.3511196093197796,0.3542855013770086,0.3557035219593521,0.4640011969763614,0.4640925411001108,0.4669319088944059,2.862652125796444,3.1101374547590104,3.5273321642585214,3.531417596953513,3.895887633327424,4.30465663105485,1669140610.829626,1669140943.025648,random
221122-181011-2664-only-safe,3,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.411123410255837,0.4188266713295682,0.4001921510304912,0.5405399574400939,0.549995810183672,0.5248723593852588,1.8339068290007088,3.063281765617898,2.761541541256933,2.422472850397045,3.91833627855414,3.522744535861724,1669140611.267445,1669141125.725435,random
221122-181013-3061-fond-gear,5,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4293652612630323,0.4337780748754963,0.4322937839974923,0.5556199665018207,0.5680227112042051,0.5643361552326883,2.0671065984864145,2.791749028811988,3.1626039010323974,2.656050949353854,3.642394470722908,3.946392053659385,1669140613.306825,1669140985.237493,random
221122-181233-9099-thin-shop,9,8,8,-1,-1,88,3,0.2337278106508875,0.46,CELU,Adam,0.0258954308058587,0.0008438754807447,200,50,0.0220673406908459,0.0002782559402207,,0.2795134881864952,0.2780712991408759,0.2773019766872637,0.3633526741475162,0.3622026955323942,0.3594782476385598,1.8343038639908409,2.586386707548683,2.58577270800362,2.380987581050419,3.2591243260714857,3.247540105642524,1669140753.910649,1669140975.187871,random
221122-181543-0341-free-make,8,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.3684327119733862,0.3721848537993585,0.3718931286768916,0.4822142503951727,0.4863943411098192,0.4839953114532261,2.2906884551307574,2.854531271432492,2.5983818779586167,2.8530678968272967,3.634155405489989,3.330470134032584,1669140943.034628,1669141150.791894,random
221122-181630-9271-this-hire,6,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4377612145320136,0.4448830727781125,0.4410921066277247,0.5648909447867251,0.5729480591047383,0.5752009136579157,2.450333253757752,3.366853134883328,2.943595026217368,3.163684222572363,4.154442240477369,3.809663266753504,1669140990.972349,1669141211.074362,random
221122-181845-7340-trim-step,4,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.431421577003755,0.4386898389034602,0.441533665032166,0.5654691931654796,0.5756991357152939,0.5813998109301151,1.0028436072038756,2.312538410675042,2.562092929318448,1.2595548566491552,3.031668183457961,3.1772235018456567,1669141125.73492,1669141622.732761,random
221122-181916-1221-flat-ship,9,8,8,-1,-1,35,3,0.2692307692307692,0.22,CELU,Adam,0.0065793322465756,0.0005071231934836,200,50,0.0421696503428582,0.0021544346900318,,0.3443768146243535,0.3392332915916913,0.3485630335130966,0.4493751089371376,0.4448078365484885,0.4545344767828181,2.0601120107384627,2.519309743788036,2.861142503967878,2.6154737494777622,3.176588837328937,3.548479067149095,1669141157.884721,1669141392.503336,random
221122-182014-4734-nice-roof,7,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4188287193298771,0.4191236355008671,0.4236458919941754,0.5419290087571772,0.5397275650861713,0.5453732941340609,2.074372298495687,2.7024846231165105,3.0045677627378744,2.651848190072317,3.3443971650918303,3.850035427076688,1669141215.382062,1669141478.735393,random
221122-182308-7358-hard-half,0,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4213385698029518,0.4164181478740164,0.4178200353737813,0.5491733278536436,0.5404990400498264,0.5430860176758647,1.894463714677852,3.439553336635667,2.829284755523227,2.420296810994485,4.213225265547777,3.6093211875586793,1669141388.749495,1669142018.816975,bayesian-optimization
221122-182353-7570-each-cash,0,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.5108312593068968,0.4917210444600927,0.5044285765413116,0.6913378904719614,0.6612425328201662,0.6794179934843322,1.4479726627047993,2.7759641595168523,2.6283199045729857,1.8533310829375784,3.329368232846193,3.3214618481708045,1669141433.791206,1669142427.020754,bayesian-optimization
221122-182353-7948-damp-gift,0,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.5763748785905095,0.5608544707867734,0.5685776870076183,0.772497136136848,0.7462669032437754,0.7592311464887449,2.198688755860083,3.378460092625506,2.951010283761307,2.723003800154527,4.28501741281438,3.8364884093394336,1669141433.814304,1669142586.836075,bayesian-optimization
221122-182353-8334-next-yard,0,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4024661486988148,0.3967804905345545,0.3967084957614805,0.5237653580210532,0.5144667150140316,0.5161325589176187,1.6753843354839535,3.25512181086119,2.6921417531725,2.113089397117267,3.99597449769475,3.3353377047128627,1669141433.983676,1669142168.94184,bayesian-optimization
221122-182438-7407-dual-date,8,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4248919677965128,0.4279440372595918,0.4289577740627844,0.5531410634160342,0.5530092100028683,0.5543894954851125,1.8115814785629576,2.9365585467290813,2.596319063605103,2.2524800456045253,3.699794065858754,3.21269973488564,1669141478.742228,1669141734.840864,random
221122-182702-7373-calm-nose,5,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.4189583368786273,0.424312655489731,0.4235848331218071,0.5483298562475869,0.5619565738266169,0.5567628934867432,1.349373867176505,2.294281552423809,2.343857005890144,1.6989109053522904,2.980167406965685,3.0252631716332816,1669141622.737794,1669141987.22707,random
221122-182854-8452-flat-calm,9,8,8,-1,-1,76,3,0.1568047337278106,0.26,CELU,Adam,0.0021004582303213,0.0006922608929229,200,50,0.0039241897584845,0.3593813663804626,,0.4164436504381195,0.4127211500888324,0.4163765766457605,0.5411181127906929,0.5356990669468976,0.5402240955273064,1.9305643209722496,2.9122082208979,2.954071216774202,2.441879624231671,3.645162749129229,3.715211374641638,1669141734.845704,1669141982.042096,random
221122-183307-2336-nice-read,6,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.369169200390972,0.3725034749124924,0.3752408053324439,0.4756022537459668,0.4789856474216254,0.4872076900343727,1.727903492561219,2.7502704797948185,2.737992231473725,2.289046559365965,3.653450186198833,3.546952352602894,1669141987.234404,1669142290.207197,random
221122-183338-8229-drab-call,1,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4073818275232014,0.4105212472058725,0.4045909823353094,0.531221780507037,0.5315724767305502,0.5229365756874623,1.5457180898557454,3.012468341821356,3.089195284833937,1.9454993571616013,3.641417107712296,3.919636115280807,1669142018.823391,1669142308.456413,bayesian-optimization
221122-183608-9458-sane-sort,1,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.419172552643535,0.4199249739617179,0.4121462098753081,0.5493704192316019,0.5492049884035743,0.5380948702375802,2.1260791550596965,3.094529452915628,3.402930868578607,2.6910338722657223,3.8239036513314497,4.209465002317045,1669142168.946223,1669142348.696914,bayesian-optimization
221122-183810-2142-easy-join,7,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.3925857313450351,0.3920404053370527,0.3972814639616946,0.5073226825509002,0.5024698675089931,0.509332510298161,1.7419856961925977,2.4602766227927746,2.652828261536967,2.2160230705052104,3.061248930208947,3.3627119046713903,1669142290.219119,1669142636.643307,random
221122-183828-5116-tidy-bike,2,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4477192763668467,0.4356155170605513,0.4490228293813246,0.5816828909806667,0.5714247171176646,0.5832612901258166,2.2699715899317123,3.649969978140768,3.312019529218264,2.873900818548836,4.767119005308692,4.337839872532598,1669142308.512492,1669142492.61673,bayesian-optimization
221122-183908-7059-slow-rent,2,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4185812423270837,0.4100012246433227,0.4254389150099946,0.5451989159774078,0.5397410431003175,0.5515828229169937,1.782183961542401,3.145482170785468,3.2223813862755675,2.2232885925462287,3.94906946738762,4.041154976978713,1669142348.706492,1669142646.677665,bayesian-optimization
221122-184027-0251-vast-fill,1,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.520298210785315,0.5210834704806105,0.500837994465265,0.6961395101705635,0.6951924119369547,0.6673042438902322,1.2870388487182258,2.8286421691228374,2.61853031974646,1.6680157601926666,3.425380903157308,3.3952190742292574,1669142427.025733,1669142919.878457,bayesian-optimization
221122-184132-6217-used-fill,3,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.430332604908833,0.4349683232100353,0.4210159116689358,0.5581740096734746,0.561901459891305,0.5510213796344768,1.8720211936762847,3.0609505630912808,3.472790229388072,2.376157219338649,3.848934004771823,4.3839342479998695,1669142492.622221,1669142744.79922,bayesian-optimization
221122-184306-8412-bony-bear,1,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.520008995741939,0.5193556421484254,0.5012069906491363,0.6977914537575396,0.6937780924316311,0.6677812524441792,1.2025375133349276,2.709346579325928,2.6941826386179626,1.5471871304834934,3.290204962816349,3.531428437550625,1669142586.841841,1669143183.901606,bayesian-optimization
221122-184356-6626-vain-lead,8,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.4398536266123372,0.4450508505924017,0.4418994688069641,0.5755816490139994,0.5805830411858477,0.5739769451635869,1.05309359422762,2.5625785773702403,2.3816835742218023,1.3431049005224187,3.168655638406082,3.0204607276257245,1669142636.663256,1669143034.668416,random
221122-184406-6844-twin-joke,3,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4310014173407074,0.4372233264576013,0.4225426794879636,0.559262704110983,0.5677528317983448,0.5512185848814949,2.0810235898438885,2.9659812803393373,3.2619815328181607,2.6349759059285844,3.809367308135612,4.071909198479951,1669142646.685026,1669142828.655044,bayesian-optimization
221122-184544-8061-fake-hook,4,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4234664507133122,0.4212672598059431,0.4263888912769762,0.548945589354168,0.549220612330695,0.5529790011233784,1.8656243310523464,3.0346007076692265,2.995274404169088,2.393698568679078,3.894983106967055,3.788951700051917,1669142744.806574,1669142991.160096,bayesian-optimization
221122-184708-6613-fond-rice,4,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.423775667871378,0.4204263368061811,0.4259508379643538,0.5478284189979957,0.5442280817346021,0.5492714919155385,1.6890471765414228,2.854554343913218,3.2886225805382785,2.1248633470066243,3.6185991068698486,4.066833594833871,1669142828.661776,1669143132.922416,bayesian-optimization
221122-184841-2319-lone-show,2,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.4978325600986641,0.4810712962035747,0.4982360800163074,0.6754961434790364,0.6509331736020958,0.6732238766814298,1.332601381982946,2.695945138153592,2.4626037992074776,1.7513839230358097,3.300026954245088,3.013807922603708,1669142921.714066,1669143429.26264,bayesian-optimization
221122-184951-1679-bold-film,5,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4234649079477062,0.4319385152617013,0.4264318985799011,0.5491877896325588,0.5665468251681679,0.5540277186679249,1.817190697609412,2.8911563150826467,3.221633946300652,2.3241578506213463,3.6760113924737534,4.034503028490183,1669142991.169058,1669143239.976328,bayesian-optimization
221122-185034-6774-dark-file,9,8,8,-1,-1,925,3,0.393491124260355,0.484,CELU,Adam,0.0008425968567942,0.0005010114402644,200,50,0.004371444812611,0.001531740463702,,0.4229218341417488,0.4168882595521422,0.4239961816854748,0.5583564926962113,0.5498301615760016,0.5604665819006033,1.0432083761830504,2.344030143744605,2.532039890197571,1.3634834527956612,3.0611329840659782,3.151226698727045,1669143034.678018,1669143444.074575,random
221122-185212-9301-dead-seat,5,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4240913397689723,0.4317565626703523,0.4258187705102391,0.5507999522966214,0.5667443007600805,0.5571797682750255,2.221000221933412,3.129765603079081,3.3476943610738066,2.8306348760727698,4.06701603291194,4.1410131489257465,1669143132.93063,1669143336.278397,bayesian-optimization
221122-185305-3102-slim-data,2,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.4758007176701248,0.462347021410103,0.4773308965620759,0.636116239340241,0.6158880039025392,0.6371439062636663,1.75306839476304,2.5383992126213726,2.6919204489645856,2.132733891170205,3.2067681593711588,3.316538799862654,1669143185.311027,1669143668.295423,bayesian-optimization
221122-185359-9850-open-bank,6,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4301998106317385,0.4357994605571233,0.4440075144798447,0.5569965016446189,0.5640957147452189,0.5791905565886976,1.883401554265668,3.3071305778004314,3.251425136169672,2.3719814713832474,4.171670887037686,4.071015211842338,1669143239.98561,1669143515.231773,bayesian-optimization
221122-185536-2865-spry-rich,6,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4167981295359985,0.4241950221612153,0.4265066770273538,0.5423331261214066,0.5487892888464897,0.559160548730705,1.9127898591358727,2.993454816905145,3.240554690078109,2.4392239764996013,3.8476157978440986,4.052399270440015,1669143336.287009,1669143583.11396,bayesian-optimization
221122-185709-2683-bold-chip,3,8,8,-1,-1,1000,3,0.0,0.0,CELU,Adam,1e-06,0.0005,200,50,0.0001,1e-06,,0.496346374984619,0.509920396984842,0.4802112669504694,0.6692800587687291,0.6897358361669547,0.6463830102436365,1.470377033987836,2.618318279804245,2.7031814994133705,1.8507333610106709,3.374209283398854,3.347631242923738,1669143429.268971,1669143937.892051,bayesian-optimization
221122-185835-2394-lost-join,7,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.0001007562575893,0.0008441225520249,200,50,0.0178313062468078,1.0,,0.4198013713491125,0.4169230439637944,0.420963454165775,0.5414306473823719,0.5377064551633958,0.5430252180998776,1.6823763899880897,2.802793093575109,3.0293876545629304,2.159984889787264,3.516390574171145,3.7244259234627393,1669143515.23998,1669143817.769584,bayesian-optimization
221122-185943-1222-posh-wish,7,8,8,-1,-1,20,3,0.0,0.5,CELU,Adam,0.000267943040658,0.001,200,50,0.0169665421957913,1.0,,0.4219941388763358,0.4217745163457516,0.4244173423188504,0.5486873655659424,0.547564323438003,0.5478709874941599,1.9585898047838903,2.842784417385926,2.795563078288822,2.471933749233793,3.533131998280473,3.596122014769687,1669143583.122616,1669143802.516209,bayesian-optimization
