id,config.fold,config.n_max,config.l_max,config.n_train,config.hidden_size,config.n_layers,config.dropout,config.activation,config.optimizer,config.weight_decay,config.lr,config.structures_per_batch,results.local.mae.train,results.local.mae.val,results.local.mae.test,results.local.rmse.train,results.local.rmse.val,results.local.rmse.test,results.structure.mae.train,results.structure.mae.val,results.structure.mae.test,results.structure.rmse.train,results.structure.rmse.val,results.structure.rmse.test,metadata._time.start,metadata._time.end,metadata.search-mode
221025-142828-1619-sane-wear,6,8,8,-1,43,4,0.388,CELU,AdamW,0.000391374560198,0.0003718026663914,64,0.4596834183998326,0.4655532705775675,0.4686656553911644,0.6000668233312526,0.6046145535415021,0.6161914156883602,3.0284096262966003,3.395565330579897,3.628222787144714,3.7557241656842346,4.195374121169885,4.432905167651506,1666704508.162308,1666704601.629595,random
221025-142833-0484-rash-pair,4,8,8,-1,166,4,0.232,CELU,AdamW,0.0001058501208088,0.0001945640061588,64,0.4955707677023956,0.4987850353359674,0.5069337016345555,0.6481038552660208,0.6564391674703604,0.661046738840307,2.0179165323384485,2.572080198727123,2.616424137946636,2.508961823463907,3.18122000400319,3.298767736130244,1666704513.04894,1666704641.081994,random
221025-142833-2485-torn-soft,5,8,8,-1,214,1,0.12,CELU,AdamW,2.1544346900318823e-05,0.0002371373705661,64,0.5853757579523922,0.589721080896381,0.5878328739980639,0.7617241322501896,0.7734661690275352,0.766150293205428,1.797815934544079,2.9418081832569936,3.1936643448314643,2.329540517336456,3.686469587653138,3.9423885314655984,1666704513.250018,1666704657.939794,random
221025-142836-1238-cute-list,4,8,8,-1,9,5,0.172,CELU,AdamW,0.0001765686433839,0.0007104974114426,64,0.4740083683802398,0.4727196431157742,0.4827774701673428,0.6224290710566607,0.6248929748429801,0.6347305728672403,3.2389839172969546,3.723151939055119,3.550262095254314,4.101178151642982,4.811228194397295,4.4750021729965965,1666704516.124447,1666704647.396621,random
221025-142843-4097-sore-wake,4,8,8,-1,19,3,0.328,CELU,AdamW,0.0006528521141127,0.0002287573200318,64,0.4480252788057748,0.4516160144045059,0.4614780097406304,0.5906515246168971,0.5975443403158079,0.6073370998400357,3.001377775048476,3.5735951839529707,3.676078192073745,3.747831509486317,4.442947000603542,4.4196196078394445,1666704523.410235,1666704654.875247,random
221025-142843-5472-huge-body,3,8,8,-1,181,5,0.452,CELU,AdamW,0.2280471722146732,0.0003995420558949,64,0.4783861513734748,0.4835788146298728,0.4664443672787929,0.6266155508471224,0.6333173208281004,0.6085563488141691,2.25053525835878,2.709323919464443,2.3435990724777023,2.9004298109567266,3.3739478579678024,3.009686845795389,1666704523.547799,1666704708.403964,random
221025-142843-9667-neat-luck,2,8,8,-1,10,1,0.32,CELU,AdamW,0.2154434690031882,0.0001154781984689,64,0.5509360330556237,0.5317269834660612,0.5439939137261861,0.7274446555126168,0.7013626559775064,0.719395421851964,3.412730352003141,3.6330338126362793,3.7114571230427673,4.3114667923442695,4.56063117475543,4.8014072078433125,1666704523.967291,1666704686.424793,random
221025-142846-5184-thin-safe,3,8,8,-1,139,4,0.368,CELU,AdamW,0.1089022962263728,0.0001357727142105,64,0.464073338982987,0.4705993980278916,0.4517848296010272,0.6031153155757459,0.6091459093731708,0.5855342308595783,2.566370828656294,3.400647122530941,3.086958278052641,3.240406282317488,4.144988839647755,3.728103218004208,1666704526.51893,1666704733.750728,random
221025-142847-9704-limp-desk,7,8,8,-1,196,3,0.284,CELU,AdamW,0.0330003479112528,0.0008976871324473,64,0.5235305281822543,0.5238796298110693,0.5348350681245119,0.6962774155977106,0.6942609093152615,0.7061948245976195,1.84808322669524,2.6576054686381583,2.653611654163367,2.3450172068045063,3.2751068620763006,3.355963789130453,1666704527.977164,1666704589.91932,random
221025-142849-9064-lone-suck,4,8,8,-1,164,2,0.324,CELU,AdamW,2.555097090352507e-05,0.0003278121151393,64,0.5168864790359913,0.5227578529269358,0.5282210998007276,0.6770287911076434,0.6907815199430093,0.6921102585121185,1.058690844018073,2.2770320613499955,2.4468623214721514,1.4047412593558926,2.8519008411203,3.107273774158826,1666704529.919817,1666704847.350747,random
221025-142851-2036-best-gift,4,8,8,-1,13,2,0.404,CELU,AdamW,0.0118597101233766,0.0005232991146814,64,0.4711356175239037,0.475143080223777,0.4889492806606095,0.6211582357275474,0.6301499345801939,0.6437464378415794,3.3934215460030788,3.9017505166002593,3.787076898109012,4.289284872734744,4.800401879351167,4.670714337408779,1666704531.21485,1666704666.954036,random
221025-142853-4691-loud-slip,7,8,8,-1,217,3,0.028,CELU,AdamW,0.0001406527242105,0.0008353625469578,64,0.5970872912990525,0.5980442006946342,0.6126305222780293,0.7913053085286482,0.7908950015627572,0.8112908365838548,1.607176076210189,2.7898622166582228,2.9743438304430367,2.0292693837327995,3.504856445025137,3.586415105555356,1666704533.4697,1666704596.781398,random
221025-142853-6705-high-calm,6,8,8,-1,334,3,0.164,CELU,AdamW,0.0918254283565626,0.0003785515249258,64,0.563802919683856,0.5818004191899218,0.570361172568556,0.7474547916631479,0.7680844231177528,0.7624162259793519,1.5103272966049264,2.824077860036428,2.5605249270988093,1.9228768215077348,3.4877690174452805,3.2766678066465205,1666704533.67101,1666704657.409084,random
221025-142858-0772-wild-lack,4,8,8,-1,150,2,0.104,CELU,AdamW,0.5994842503189409,0.0002206734069084,64,0.534797776112347,0.5388301988757079,0.5483152571029443,0.6952116193641398,0.7042500018193109,0.7100220511369336,2.562774887040003,3.023511978407621,3.3741022935921103,3.308132005558978,3.9541521448330896,4.08608396762518,1666704538.078002,1666704742.032556,random
221025-142858-4721-damp-path,4,8,8,-1,8,4,0.432,CELU,AdamW,4.913127387829667e-06,0.000145902421563,64,0.591505548124561,0.6004133012998198,0.6111041614091848,0.7855432043962064,0.7979540617348594,0.8145153517875863,8.085084320851408,9.448047860113862,9.06002991904788,10.150997553706846,11.523266636974189,11.258280669678598,1666704538.472576,1666704584.304307,random
221025-142859-9815-tiny-drag,5,8,8,-1,116,3,0.408,CELU,AdamW,1.4065272421052364e-06,0.0002641648320386,64,0.4660378431027979,0.4730642118289997,0.4664800498043224,0.6075691331604053,0.6234730888663313,0.6137245174786001,1.9469328530452008,2.655366741881961,2.485982175263684,2.5201784737651107,3.4192926895830213,3.196928193861702,1666704539.982254,1666704690.314776,random
221025-142908-8841-fair-till,5,8,8,-1,10,3,0.228,CELU,AdamW,6.528521141127848e-06,0.0004067944321083,64,0.4823044289346972,0.491119153310981,0.4844548107746583,0.6321931029516015,0.6483770653476071,0.6385213450121886,2.950950584169368,3.165289211277496,3.3577080355132622,3.6781911284539817,3.99281953429902,4.214888225344421,1666704548.896224,1666704659.494651,random
221025-142913-2804-flat-rest,4,8,8,-1,181,5,0.452,CELU,AdamW,0.2280471722146732,0.0003995420558949,64,0.4797737924759309,0.4787462853384885,0.4852500847569618,0.6296982238072165,0.6334877052216821,0.6368494128023524,2.0822272904385906,2.7155018311885235,2.918690993874094,2.634569345136745,3.3715795104042217,3.5285244218243674,1666704553.282347,1666704764.57602,random
221025-142919-0870-male-date,4,8,8,-1,67,1,0.14,CELU,AdamW,0.0166810053720005,0.0006493816315762,64,0.5967051727336758,0.601514325223874,0.6082153541374127,0.7767003728013294,0.7827734914620861,0.7887559575031922,2.050588880197134,3.1564033865241545,3.33289938526582,2.6536793754263304,3.952351369942832,3.97529541581448,1666704559.087468,1666704687.718584,random
221025-142920-9729-fast-suit,3,8,8,-1,306,2,0.424,CELU,AdamW,0.0025550970903525,0.0001843422992409,64,0.546176668513498,0.5575478151198933,0.5310113241991014,0.7185628161197062,0.7323329289130499,0.6960905827993679,1.5809805677510655,2.590656992753265,2.2944621614193137,2.028570619548664,3.146758650572906,2.851038465601756,1666704560.973532,1666704741.854537,random
221025-142924-1098-pink-cake,4,8,8,-1,51,3,0.344,CELU,AdamW,0.0197831888278416,0.000245824406892,64,0.43728162097128,0.4376930788475176,0.4457225464648915,0.5724991074865403,0.5774914835048475,0.5829718199360713,2.4462284678540613,3.07767549025815,3.305393697760153,3.079665318971009,3.794294056234867,3.91883483711371,1666704564.110488,1666704726.106982,random
221025-142930-9549-last-club,4,8,8,-1,73,2,0.36,CELU,AdamW,2.782559402207126e-06,0.000191095297497,64,0.4573982838027015,0.4603808329668318,0.4685206182254258,0.6007092089666257,0.6097707633309235,0.6133637228502138,1.8467620946865824,2.6148784027808585,2.7763098187680586,2.360521130223208,3.2694899078719297,3.3901763740415576,1666704570.955333,1666704888.671861,random
221025-142934-9329-rosy-star,6,8,8,-1,259,4,0.468,CELU,AdamW,5.0547968211912455e-05,0.0004293510210083,64,0.5028974479282415,0.5174226053907658,0.5075588810617484,0.6583418409644989,0.6714543211675597,0.6707090601400718,2.7780215615090365,3.405957120309621,3.438061085104741,3.398503667503183,4.216590209286597,4.1916673225288985,1666704574.933352,1666704671.322083,random
221025-142942-8528-wary-fish,5,8,8,-1,80,2,0.004,CELU,AdamW,0.0059948425031894,0.0003924189758484,64,0.560933572745759,0.5680949956344948,0.5633832451218111,0.7299051964691626,0.7460603232860815,0.7385943624209651,0.9619589510469024,2.811118984401701,2.710356118472169,1.278280362247402,3.423024693114644,3.44915503880722,1666704582.853451,1666704728.87696,random
221025-142944-3087-dual-male,5,8,8,-1,8,4,0.432,CELU,AdamW,4.913127387829667e-06,0.000145902421563,64,0.5292864666394493,0.5399102829909282,0.532702971986747,0.7000513805995325,0.7209081712447742,0.7048618040551516,6.165001744201901,6.681694253987919,6.973622831949345,7.435335814321155,7.783808924556049,8.571825937671436,1666704584.309161,1666704701.567378,random
221025-142944-4195-wavy-diet,3,8,8,-1,9,1,0.1,CELU,AdamW,0.0001,0.0003162277660168,64,0.4862579552242406,0.4970406788862358,0.4753010215125515,0.6348874919621851,0.6443998802252295,0.6193961716177178,2.714779321417538,3.2715580209708794,3.16137334073337,3.47335802823182,4.084058568974168,4.021518410706305,1666704584.419891,1666704748.192436,random
221025-142946-5441-taut-poet,8,8,8,-1,43,4,0.388,CELU,AdamW,0.000391374560198,0.0003718026663914,64,0.4166366207277667,0.4251281328778552,0.4202384611700999,0.5438870661246622,0.5549372147639731,0.5449476715032309,2.383258612869437,3.0913268398562312,2.583051350542943,2.989888979656761,3.9015513525055896,3.211295622977385,1666704586.544767,1666704734.328175,random
221025-142946-9375-slim-soil,6,8,8,-1,23,4,0.288,CELU,AdamW,3.913745601980384e-06,0.000117574326592,64,0.425208204001358,0.4288675746064217,0.4362935470042441,0.5579578790533275,0.5595241782653521,0.5758106939737441,3.1610338599748684,3.4290227790697827,3.4923167097534864,3.878049495789624,4.223241853476938,4.424234738770859,1666704586.938052,1666704808.260235,random
221025-142949-9232-wiry-land,8,8,8,-1,196,3,0.284,CELU,AdamW,0.0330003479112528,0.0008976871324473,64,0.5277853693972598,0.5276833373029384,0.5305246364323862,0.6999020874603638,0.7008483824214354,0.7002127367001549,1.807341421579965,2.9828594359514344,2.753145739604992,2.2690136928379068,3.661130745965549,3.510623830400181,1666704589.923627,1666704688.181357,random
221025-142954-1202-lame-safe,2,8,8,-1,8,4,0.432,CELU,AdamW,4.913127387829667e-06,0.000145902421563,64,0.5446005430037154,0.5196589180618885,0.543920830872347,0.7265387296644386,0.6950637758701346,0.7235121333454406,5.936614241778997,5.581162273411691,6.652418499903913,7.089374694920264,7.415721763020528,8.78671331238011,1666704594.120813,1666704740.289088,random
221025-142957-8916-lame-deal,5,8,8,-1,80,2,0.004,CELU,AdamW,0.0059948425031894,0.0003924189758484,64,0.5781684815725344,0.584979323330855,0.5856496090258687,0.7443203752350024,0.7575565265998118,0.7548450700836603,1.2309664479326268,3.001101390811258,2.9472369970679355,1.631701573469488,3.674493299733855,3.793075661347781,1666704597.892278,1666704718.956987,random
221025-142959-4639-tall-blue,8,8,8,-1,217,3,0.028,CELU,AdamW,0.0001406527242105,0.0008353625469578,64,0.5745446012373574,0.5706296426590859,0.5756394326713072,0.7665050687683878,0.7611433849013107,0.7648165198089605,1.168815985436939,2.7402869319814585,2.55183806708358,1.4314566507331568,3.3722624888740014,3.2855484436025235,1666704599.464851,1666704663.819106,random
221025-143001-6407-this-tool,7,8,8,-1,43,4,0.388,CELU,AdamW,0.000391374560198,0.0003718026663914,64,0.4351502450142755,0.436664571276859,0.4337117982991755,0.5658293701273165,0.5628385993139938,0.5608894812269168,2.648428664056692,2.7531433112278507,3.1539236337652747,3.3091633295170486,3.441432095987306,3.9613417284422927,1666704601.642671,1666704781.900675,random
221025-143002-5847-hard-file,4,8,8,-1,7,4,0.212,CELU,AdamW,0.1816599788375325,0.0004958068241684,64,0.4775067570116608,0.4819539690977959,0.4924124540109489,0.6322392334534743,0.6418019325621811,0.6494758327145687,3.509985445230176,4.100294865166599,4.0797519112278495,4.298612357666493,4.972902743542327,4.93701816048182,1666704602.585351,1666704752.295616,random
221025-143008-7257-calm-work,4,8,8,-1,73,2,0.36,CELU,AdamW,2.782559402207126e-06,0.000191095297497,64,0.4630280315871649,0.4665501664525552,0.474529820156078,0.6058826625868011,0.6147381766270955,0.619814978069841,2.102835676140758,2.767016534480414,3.017358587857734,2.6708736037067013,3.4791198085021686,3.601486344318665,1666704608.726254,1666704829.52981,random
221025-143012-3175-oily-wood,5,8,8,-1,47,4,0.032,CELU,AdamW,0.8431909292866251,0.0001094113810577,64,0.4852856846885292,0.4949352009740095,0.485709760681148,0.6361196070629379,0.652619717679973,0.6400968940393947,2.59323550664162,2.9089224025637472,3.1173140225705174,3.3466897422685964,3.8722582170954745,3.9891762373710336,1666704612.318105,1666704789.449952,random
221025-143015-1789-some-fire,5,8,8,-1,8,2,0.044,CELU,AdamW,0.2555097090352507,0.0005829415347136,64,0.498817872123987,0.5084312857156952,0.5013984246376747,0.6580396482257459,0.6754849896383937,0.6665377267448844,2.7441634843198224,3.060249188633311,3.253190522111823,3.4812749139607844,3.9786290044420274,4.0903128919288125,1666704615.179428,1666704736.881558,random
221025-143026-4869-ajar-many,4,8,8,-1,214,1,0.12,CELU,AdamW,2.1544346900318823e-05,0.0002371373705661,64,0.6289988134648932,0.6345480740227784,0.6430274290023924,0.8175214466797519,0.8230751261679966,0.8321383866317327,1.619594181863439,3.0775389704307665,3.424235483550731,2.223603947486962,3.925857352531216,4.1070467510853845,1666704626.487561,1666704865.375435,random
221025-143026-9607-aged-high,5,8,8,-1,9,3,0.264,CELU,AdamW,4.262158829015325e-05,0.0002128751661796,64,0.5024347158626103,0.5107245982040503,0.5045340633618912,0.6668840368770362,0.6843419512075072,0.6724968057933977,3.6784723820118415,3.7921951461742727,4.097121081648392,4.483038361572532,4.687955868754326,5.032357384358238,1666704626.961221,1666704692.933065,random
221025-143032-9354-wiry-band,4,8,8,-1,8,4,0.432,CELU,AdamW,4.913127387829667e-06,0.000145902421563,64,0.5203535773345175,0.5241733558716544,0.5360052286991818,0.6898607375073862,0.6972105873052663,0.7102459416093807,5.621801169242732,6.2974223112993215,6.102792270914272,6.644120710780785,7.523382464612222,7.343248139226317,1666704632.936069,1666704888.818023,random
221025-143041-0864-zany-foot,5,8,8,-1,166,4,0.232,CELU,AdamW,0.0001058501208088,0.0001945640061588,64,0.4945615253277298,0.4997689041470662,0.4955549296304961,0.6446035239403225,0.6600976833321719,0.6519787644688978,2.18491094332268,2.8372909691148647,2.823281367013142,2.776879704573292,3.621288331212664,3.50294129766819,1666704641.08694,1666704743.458505,random
221025-143041-4461-trim-page,5,8,8,-1,164,2,0.324,CELU,AdamW,2.555097090352507e-05,0.0003278121151393,64,0.5435114932687904,0.5509255286435104,0.5472242447811059,0.7113877793084832,0.7283506683819299,0.7228979900992413,1.505393006699898,2.472503582268698,2.436458661171476,1.991887174667959,3.155213037466772,3.1024928593394985,1666704641.44656,1666704827.464179,random
221025-143043-7779-true-love,3,8,8,-1,179,3,0.064,CELU,AdamW,0.0009182542835656,0.0001197085030495,64,0.5401791700686972,0.5524754992929928,0.5270196967093275,0.7067222421148167,0.7197090825787678,0.6855039395016224,1.2199910646083634,2.723646927485856,2.476128263924302,1.533003409112081,3.3010796675853498,3.1445774130845896,1666704643.779021,1666704879.358369,random
221025-143047-4289-torn-chip,5,8,8,-1,9,5,0.172,CELU,AdamW,0.0001765686433839,0.0007104974114426,64,0.4428216486718948,0.4534009812847865,0.4449795781293564,0.579527783067,0.599550768212931,0.5840023882950336,3.652149144000542,4.266784346497989,4.042814782284464,4.445348667116883,5.143632551074738,4.951453889779928,1666704647.429645,1666704719.663703,random
221025-143050-0349-last-deep,2,8,8,-1,179,3,0.064,CELU,AdamW,0.0009182542835656,0.0001197085030495,64,0.523809027879909,0.5083237418161901,0.5231223845760263,0.6830668850982872,0.66212234750529,0.6828864951236926,1.2290221261688206,2.42717661060876,3.041204520776511,1.530068191760687,3.153235829573437,3.7911159961842698,1666704650.035777,1666704945.043531,random
221025-143051-0074-free-life,4,8,8,-1,36,1,0.04,CELU,AdamW,0.00016681005372,0.0002053525026457,64,0.6127896260193825,0.6173263404615998,0.6223204045515974,0.7939766266591445,0.7979852113067618,0.8047177939142,1.811135487026352,3.155906123180001,3.3001447475834667,2.422088924480571,3.947015317124632,3.9887184861494656,1666704651.007997,1666704920.398989,random
221025-143054-9362-near-rice,5,8,8,-1,19,3,0.328,CELU,AdamW,0.0006528521141127,0.0002287573200318,64,0.4742741306668235,0.484047007927396,0.4765293955546675,0.6253897523869081,0.6436723101383771,0.6324218936509045,3.221340204409063,3.4275684701711544,3.564443675444,3.928618966649868,4.245088009112719,4.37499500206451,1666704654.936862,1666704763.16663,random
221025-143055-1485-keen-many,5,8,8,-1,339,5,0.072,CELU,AdamW,1.765686433839502e-06,0.0002246790091812,64,0.5144213315767149,0.5220966493798553,0.5165624723130752,0.6753350934308219,0.6922396560066177,0.6842285580933339,1.047971008635442,2.5180895980521187,2.467417534011039,1.3677417541768897,3.21489254794372,3.0893764109878017,1666704655.148962,1666704790.580917,random
221025-143055-7600-only-data,5,8,8,-1,125,1,0.24,CELU,AdamW,7.742636826811277e-06,0.0001539926526059,64,0.5457755415913688,0.5508125341940264,0.5464392221566362,0.7114204111846311,0.7232617322848003,0.7148303211828201,2.215343084752835,2.983093115755989,3.1402711516743667,2.877021370658127,3.786478111172296,3.9396509324940654,1666704655.761926,1666704901.087248,random
221025-143057-9507-full-read,6,8,8,-1,214,1,0.12,CELU,AdamW,2.1544346900318823e-05,0.0002371373705661,64,0.6007039313530127,0.6071026509178222,0.6052191388459766,0.7817970923294312,0.7904429978577882,0.791975357153118,1.6354427934432725,2.9964317510926146,2.896801307165339,2.188028221742287,3.726047171403584,3.743858248143198,1666704657.951096,1666704808.68271,random
221025-143059-5063-last-host,6,8,8,-1,10,3,0.228,CELU,AdamW,6.528521141127848e-06,0.0004067944321083,64,0.4159669470846563,0.4209797819962221,0.4260957643718172,0.5480009814474064,0.5513351279121981,0.5657565207211614,2.962013414491373,3.2446618117573736,3.513560093953521,3.668867364700105,3.992333652859227,4.364061006977908,1666704659.507033,1666704820.295477,random
221025-143100-6640-wise-show,3,8,8,-1,11,4,0.448,CELU,AdamW,0.0002346228848142,0.0001018151721718,64,0.5136607973224105,0.5286462202346427,0.4913110920823434,0.6793556993554797,0.7006872232144694,0.6523274398231749,4.966186042810484,5.6008674471111615,4.577295851476739,5.9545472247687625,6.641435035306835,5.723076581644225,1666704660.670186,1666704882.60543,random
221025-143103-8271-posh-wave,9,8,8,-1,217,3,0.028,CELU,AdamW,0.0001406527242105,0.0008353625469578,64,0.5739905527081002,0.5665312946619735,0.5730062921692258,0.7617758538011673,0.7503542323821466,0.7610292256403982,1.9787666924236944,3.3534773731253265,3.099896763534435,2.391531228048577,4.1780797815937305,3.8903407346477312,1666704663.827881,1666704736.370772,random
221025-143106-9655-rich-past,5,8,8,-1,13,2,0.404,CELU,AdamW,0.0118597101233766,0.0005232991146814,64,0.4533867228802342,0.4618786071051933,0.4570099148438759,0.5943601872789076,0.6100927649106995,0.6006997122232479,2.4209638175043207,2.737208419325692,2.894319796015978,3.03248894455885,3.5241262470042,3.636460890943548,1666704666.965927,1666704853.44738,random
221025-143107-3756-puny-hour,5,8,8,-1,16,5,0.272,CELU,AdamW,0.017656864338395,0.0001684854879435,64,0.4701694581296693,0.4809468154420706,0.4714368519278682,0.619155685072834,0.6389978873762079,0.6233919532509608,4.461419825429897,4.653890326990357,4.902152023846249,5.391625655440293,5.760075929044257,5.955277346476385,1666704667.377367,1666704757.48588,random
221025-143108-3428-dear-fish,7,8,8,-1,334,3,0.164,CELU,AdamW,0.0918254283565626,0.0003785515249258,64,0.5494522445066226,0.5502096866675775,0.5662496818219251,0.7309804800870329,0.7275701529406151,0.7489428727576476,1.413725659063482,2.447857594704068,2.641974669718862,1.846968470250251,3.110270111492069,3.402421053411884,1666704668.343427,1666704755.434523,random
221025-143111-3254-tall-wine,7,8,8,-1,259,4,0.468,CELU,AdamW,5.0547968211912455e-05,0.0004293510210083,64,0.5248400873159402,0.5241513323140152,0.5388406398323554,0.6864887824650073,0.6840726175850097,0.6979949813083756,3.6562356129815874,3.884757782192312,3.8014733290363023,4.381839867344161,4.625702650880164,4.63519438180754,1666704671.325923,1666704749.175719,random
221025-143112-4888-true-risk,4,8,8,-1,43,2,0.48,CELU,AdamW,5.994842503189409e-05,0.0001240937760751,64,0.4778502447918645,0.4818713641965166,0.493161434872046,0.627059945187087,0.634926442337776,0.6443196263882823,2.834645150640456,3.349587678665254,3.431745251076512,3.57919709778841,4.2109606716872765,4.184775078341349,1666704672.489334,1666704878.354364,random
221025-143120-5957-warm-bill,3,8,8,-1,10,3,0.228,CELU,AdamW,6.528521141127848e-06,0.0004067944321083,64,0.4480412709302384,0.4560762284275674,0.4298823573072692,0.5868398287925503,0.5973664773026538,0.564930216853479,2.789320338770674,3.367522169364175,3.038717167233342,3.5749244505286395,4.166245799563708,3.797158693753617,1666704680.59628,1666704923.268261,random
221025-143124-5630-idle-game,5,8,8,-1,8,2,0.044,CELU,AdamW,0.2555097090352507,0.0005829415347136,64,0.4698260605673868,0.4784663292185778,0.4704253610479686,0.6204766510644333,0.6373187219661692,0.6274831140450123,2.6151097024087666,2.703807587428754,2.971735975660929,3.3076171917122523,3.652917740622434,3.727516860650288,1666704684.563534,1666704855.224985,random
221025-143126-4412-wise-tune,3,8,8,-1,10,1,0.32,CELU,AdamW,0.2154434690031882,0.0001154781984689,64,0.5496223729216047,0.567691649684332,0.5291880306114343,0.7258951162746586,0.7472046387493377,0.6984593887707041,3.348473820654444,3.779852643390824,3.7116259848564392,4.3302015277218,4.815559857796147,4.748724995502083,1666704686.441879,1666705086.344075,random
221025-143127-7286-idle-poem,5,8,8,-1,67,1,0.14,CELU,AdamW,0.0166810053720005,0.0006493816315762,64,0.5450448737281208,0.549843349164985,0.5465382471414943,0.7110486792879684,0.7228577427859855,0.7168102628562429,2.125623416072021,3.256722877450725,3.349919775834952,2.719473357489602,4.034385940060001,4.093524838551036,1666704687.729113,1666704836.064337,random
221025-143128-1846-late-loss,9,8,8,-1,196,3,0.284,CELU,AdamW,0.0330003479112528,0.0008976871324473,64,0.5324199355538426,0.5279501668510932,0.5360412157392835,0.7079637057568858,0.6992458083289513,0.7137293099613512,1.4134224053109088,2.378949390283275,2.768390773688292,1.780235766810772,3.212550287683036,3.421462551558247,1666704688.18651,1666704776.890105,random
221025-143130-3456-wide-risk,6,8,8,-1,116,3,0.408,CELU,AdamW,1.4065272421052364e-06,0.0002641648320386,64,0.47147701780183,0.4827690459736455,0.4781165528512436,0.6156822670010074,0.626478488477462,0.6303309377174178,2.36432924064885,2.821737240185591,2.9105266516217947,3.03970781845816,3.568912786458338,3.781935465782289,1666704690.352738,1666704780.304841,random
221025-143132-9519-firm-will,6,8,8,-1,9,3,0.264,CELU,AdamW,4.262158829015325e-05,0.0002128751661796,64,0.4574052102232111,0.4616323817676434,0.4646705077946478,0.6044885781830497,0.6056562881922467,0.6186149567233883,2.692463878185684,2.9623881980544047,2.9475001067337514,3.373848055893633,3.738640159651141,3.781063502374067,1666704692.953493,1666704918.104329,random
221025-143133-4124-even-pass,3,8,8,-1,21,2,0.16,CELU,AdamW,0.0035938136638046,0.0001074607828321,64,0.4616756781415833,0.4708769698574985,0.4454176621095927,0.6012516519716284,0.6097435519310034,0.5804790084274025,2.330990976891767,3.101954745950945,3.336520609707693,3.0359864970011694,3.919787254595873,4.125900553119437,1666704693.413038,1666705043.963446,random
221025-143138-9867-sane-jury,2,8,8,-1,87,2,0.224,CELU,AdamW,0.0550478980785496,0.0001036632928437,64,0.5234806112339669,0.5111305272856752,0.519314966357478,0.6827689260285434,0.6655570806966604,0.67951369509863,2.321382965510056,3.161589732417853,3.031269409853681,2.9799104049181624,3.973936164239952,3.8973816506344434,1666704698.987338,1666704893.238246,random
221025-143141-5756-late-rest,6,8,8,-1,8,4,0.432,CELU,AdamW,4.913127387829667e-06,0.000145902421563,64,0.4814075045778847,0.4770143352888753,0.4902352969684705,0.6384892350887719,0.6297275407624962,0.6535196978427057,4.453011464012726,4.204942938741658,4.684932555153697,5.348642202536028,5.186143884118298,5.554846910279795,1666704701.576101,1666705006.77117,random
221025-143148-4096-worn-unit,4,8,8,-1,181,5,0.452,CELU,AdamW,0.2280471722146732,0.0003995420558949,64,0.4839905544449704,0.483503833701819,0.49125067775596,0.6359032641340022,0.6424481144752096,0.6459386640623377,2.144271807563028,2.633438391693048,2.5635626485011933,2.79328439914762,3.357070679900432,3.2838136504568887,1666704708.410225,1666704863.805454,random
221025-143158-9605-thin-pipe,6,8,8,-1,80,2,0.004,CELU,AdamW,0.0059948425031894,0.0003924189758484,64,0.5994825964049226,0.6109170340250782,0.6033904144419295,0.7792047230554854,0.793839140162547,0.7902877854682202,1.4725173483674776,2.94079665218714,3.109223449795045,1.956153517734292,3.730690147503653,3.968294416378791,1666704718.96122,1666704819.073192,random
221025-143159-6691-rash-gift,6,8,8,-1,9,5,0.172,CELU,AdamW,0.0001765686433839,0.0007104974114426,64,0.4670144395929866,0.4713579760380356,0.4766292039906932,0.6132280799087259,0.6153427690074316,0.629633025489652,4.003237494482812,4.122944896555751,4.501171583554876,4.7763192840626925,5.029455415955876,5.397764078650843,1666704719.67016,1666704809.555614,random
221025-143206-1111-long-pace,5,8,8,-1,51,3,0.344,CELU,AdamW,0.0197831888278416,0.000245824406892,64,0.4340050692100172,0.4442556923043961,0.4349735997232746,0.5667515297601273,0.5854282031714979,0.5719128898515548,2.484285704838028,2.8790013603083486,2.9289726123326902,3.077708478226024,3.6996419049035576,3.673510937867695,1666704726.111715,1666704838.924531,random
221025-143208-8807-slim-harm,6,8,8,-1,80,2,0.004,CELU,AdamW,0.0059948425031894,0.0003924189758484,64,0.5840554440488173,0.5916753985916637,0.5895036976904293,0.7522173745800761,0.7637540875925022,0.7663658196102885,1.5627621136440388,3.123384768611922,2.8370883064026926,2.08613956443936,3.8336372718007,3.626989746813315,1666704728.881272,1666704829.997904,random
221025-143213-7545-live-mark,4,8,8,-1,139,4,0.368,CELU,AdamW,0.1089022962263728,0.0001357727142105,64,0.4065015138505207,0.4060777401585242,0.4117497350111289,0.525995979428978,0.5285106118508341,0.5320397531353533,2.705099305552622,3.3893571550120605,3.3342740098357404,3.4343750656053103,4.193261785625938,4.184547751373861,1666704733.75511,1666704949.854421,random
221025-143214-3395-lazy-flow,9,8,8,-1,43,4,0.388,CELU,AdamW,0.000391374560198,0.0003718026663914,64,0.4401336756420979,0.4364505528010609,0.449829205758617,0.5744355658436859,0.5694947334053498,0.5861240807796231,2.7948953739871425,3.026655640852784,3.44246015728039,3.470776926597244,3.886243048599661,4.23837656812741,1666704734.339942,1666704843.949319,random
